Geography,Date,Value
Alberta,11/1/2016,"1,961,508A"
British Columbia,11/1/2016,"2,161,960A"
Yukon,11/1/2016,"21,427A"
Northwest Territories,11/1/2016,"26,420A"
Nunavut,11/1/2016,"14,780A"
Canada,12/1/2016,"16,127,388A"
Newfoundland and Labrador,12/1/2016,"221,890A"
Prince Edward Island,12/1/2016,"64,163A"
Nova Scotia,12/1/2016,"406,034A"
New Brunswick,12/1/2016,"312,362A"
Quebec,12/1/2016,"3,581,421A"
Ontario,12/1/2016,"6,265,703A"
Manitoba,12/1/2016,"602,295A"
Saskatchewan,12/1/2016,"473,842A"
Alberta,12/1/2016,"1,967,848A"
British Columbia,12/1/2016,"2,169,139A"
Yukon,12/1/2016,"21,069A"
Northwest Territories,12/1/2016,"26,680A"
Nunavut,12/1/2016,"14,941A"
Canada,1/1/2017,"16,115,137A"
Newfoundland and Labrador,1/1/2017,"222,024A"
Prince Edward Island,1/1/2017,"64,490A"
Nova Scotia,1/1/2017,"406,058A"
New Brunswick,1/1/2017,"309,379A"
Quebec,1/1/2017,"3,579,486A"
Ontario,1/1/2017,"6,251,171A"
Manitoba,1/1/2017,"600,463A"
Saskatchewan,1/1/2017,"474,766A"
Alberta,1/1/2017,"1,967,255A"
British Columbia,1/1/2017,"2,176,998A"
Yukon,1/1/2017,"21,292A"
Northwest Territories,1/1/2017,"26,591A"
Nunavut,1/1/2017,"15,164A"
Canada,2/1/2017,"16,172,612A"
Newfoundland and Labrador,2/1/2017,"221,133A"
Prince Edward Island,2/1/2017,"64,737A"
Nova Scotia,2/1/2017,"405,723A"
New Brunswick,2/1/2017,"309,938A"
Quebec,2/1/2017,"3,585,512A"
Ontario,2/1/2017,"6,279,028A"
Manitoba,2/1/2017,"602,453A"
Saskatchewan,2/1/2017,"474,105A"
Alberta,2/1/2017,"1,980,054A"
British Columbia,2/1/2017,"2,186,858A"
Yukon,2/1/2017,"21,207A"
Northwest Territories,2/1/2017,"26,591A"
Nunavut,2/1/2017,"15,276A"
Canada,3/1/2017,"16,177,733A"
Newfoundland and Labrador,3/1/2017,"220,644A"
Prince Edward Island,3/1/2017,"65,238A"
Nova Scotia,3/1/2017,"406,335A"
New Brunswick,3/1/2017,"310,008A"
Quebec,3/1/2017,"3,584,366A"
Ontario,3/1/2017,"6,291,053A"
Manitoba,3/1/2017,"601,912A"
Saskatchewan,3/1/2017,"472,351A"
Alberta,3/1/2017,"1,977,940A"
British Columbia,3/1/2017,"2,184,611A"
Yukon,3/1/2017,"21,202A"
Northwest Territories,3/1/2017,"26,583A"
Nunavut,3/1/2017,"15,490A"
Canada,4/1/2017,"16,203,412A"
Newfoundland and Labrador,4/1/2017,"219,804A"
Prince Edward Island,4/1/2017,"65,689A"
Nova Scotia,4/1/2017,"407,088A"
New Brunswick,4/1/2017,"311,211A"
Quebec,4/1/2017,"3,592,979A"
Ontario,4/1/2017,"6,292,878A"
Manitoba,4/1/2017,"600,546A"
Saskatchewan,4/1/2017,"474,053A"
Alberta,4/1/2017,"1,980,187A"
British Columbia,4/1/2017,"2,195,241A"
Yukon,4/1/2017,"21,280A"
Northwest Territories,4/1/2017,"26,876A"
Nunavut,4/1/2017,"15,580A"
Canada,5/1/2017,"16,242,859A"
Newfoundland and Labrador,5/1/2017,"218,411A"
Prince Edward Island,5/1/2017,"66,696A"
Nova Scotia,5/1/2017,"409,398A"
New Brunswick,5/1/2017,"310,320A"
Quebec,5/1/2017,"3,600,338A"
Ontario,5/1/2017,"6,304,584A"
Manitoba,5/1/2017,"603,846A"
Saskatchewan,5/1/2017,"473,872A"
Alberta,5/1/2017,"1,990,566A"
British Columbia,5/1/2017,"2,200,739A"
Yukon,5/1/2017,"21,426A"
Northwest Territories,5/1/2017,"27,135A"
Nunavut,5/1/2017,"15,528A"
Canada,6/1/2017,"16,339,942A"
Newfoundland and Labrador,6/1/2017,"219,171A"
Prince Edward Island,6/1/2017,"67,154A"
Nova Scotia,6/1/2017,"410,220A"
New Brunswick,6/1/2017,"314,840A"
Quebec,6/1/2017,"3,615,751A"
Ontario,6/1/2017,"6,345,985A"
Manitoba,6/1/2017,"606,182A"
Saskatchewan,6/1/2017,"475,155A"
Alberta,6/1/2017,"2,003,076A"
British Columbia,6/1/2017,"2,217,700A"
Yukon,6/1/2017,"21,983A"
Northwest Territories,6/1/2017,"27,249A"
Nunavut,6/1/2017,"15,478A"
Canada,7/1/2017,"16,349,124A"
Newfoundland and Labrador,7/1/2017,"218,641A"
Prince Edward Island,7/1/2017,"66,275A"
Nova Scotia,7/1/2017,"411,128A"
New Brunswick,7/1/2017,"312,762A"
Quebec,7/1/2017,"3,632,633A"
Ontario,7/1/2017,"6,335,476A"
Manitoba,7/1/2017,"609,298A"
Saskatchewan,7/1/2017,"476,301A"
Alberta,7/1/2017,"2,004,229A"
British Columbia,7/1/2017,"2,218,019A"
Yukon,7/1/2017,"21,682A"
Northwest Territories,7/1/2017,"27,267A"
Nunavut,7/1/2017,"15,413A"
Canada,8/1/2017,"16,401,433A"
Newfoundland and Labrador,8/1/2017,"220,538A"
Prince Edward Island,8/1/2017,"66,766A"
Nova Scotia,8/1/2017,"411,901A"
New Brunswick,8/1/2017,"313,437A"
Quebec,8/1/2017,"3,645,574A"
Ontario,8/1/2017,"6,354,999A"
Manitoba,8/1/2017,"608,249A"
Saskatchewan,8/1/2017,"476,911A"
Alberta,8/1/2017,"2,007,954A"
British Columbia,8/1/2017,"2,229,385A"
Yukon,8/1/2017,"22,279A"
Northwest Territories,8/1/2017,"27,397A"
Nunavut,8/1/2017,"16,044A"
Canada,9/1/2017,"16,432,659A"
Newfoundland and Labrador,9/1/2017,"219,290A"
Prince Edward Island,9/1/2017,"65,957A"
Nova Scotia,9/1/2017,"411,308A"
New Brunswick,9/1/2017,"313,302A"
Quebec,9/1/2017,"3,644,176A"
Ontario,9/1/2017,"6,382,336A"
Manitoba,9/1/2017,"610,126A"
Saskatchewan,9/1/2017,"477,121A"
Alberta,9/1/2017,"2,010,058A"
British Columbia,9/1/2017,"2,233,290A"
Yukon,9/1/2017,"22,070A"
Northwest Territories,9/1/2017,"27,243A"
Nunavut,9/1/2017,"16,382A"
Canada,10/1/2017,"16,405,484A"
Newfoundland and Labrador,10/1/2017,"219,423A"
Prince Edward Island,10/1/2017,"66,492A"
Nova Scotia,10/1/2017,"410,435A"
New Brunswick,10/1/2017,"312,377A"
Quebec,10/1/2017,"3,645,355A"
Ontario,10/1/2017,"6,362,901A"
Manitoba,10/1/2017,"608,700A"
Saskatchewan,10/1/2017,"475,743A"
Alberta,10/1/2017,"2,007,222A"
British Columbia,10/1/2017,"2,231,706A"
Yukon,10/1/2017,"21,875A"
Northwest Territories,10/1/2017,"27,066A"
Nunavut,10/1/2017,"16,187A"
Canada,11/1/2017,"16,425,148A"
Newfoundland and Labrador,11/1/2017,"218,477A"
Prince Edward Island,11/1/2017,"65,650A"
Nova Scotia,11/1/2017,"409,020A"
New Brunswick,11/1/2017,"313,922A"
Quebec,11/1/2017,"3,657,440A"
Ontario,11/1/2017,"6,374,307A"
Manitoba,11/1/2017,"609,242A"
Saskatchewan,11/1/2017,"472,644A"
Alberta,11/1/2017,"2,006,964A"
British Columbia,11/1/2017,"2,232,303A"
Yukon,11/1/2017,"21,884A"
Northwest Territories,11/1/2017,"27,088A"
Nunavut,11/1/2017,"16,206A"
Canada,12/1/2017,"16,485,107A"
Newfoundland and Labrador,12/1/2017,"217,636A"
Prince Edward Island,12/1/2017,"65,811A"
Nova Scotia,12/1/2017,"410,858A"
New Brunswick,12/1/2017,"313,296A"
Quebec,12/1/2017,"3,669,238A"
Ontario,12/1/2017,"6,396,310A"
Manitoba,12/1/2017,"610,907A"
Saskatchewan,12/1/2017,"475,340A"
Alberta,12/1/2017,"2,009,000A"
British Columbia,12/1/2017,"2,251,437A"
Yukon,12/1/2017,"22,118A"
Northwest Territories,12/1/2017,"26,913A"
Nunavut,12/1/2017,"16,242A"
Canada,1/1/2018,"16,487,489A"
Newfoundland and Labrador,1/1/2018,"217,165A"
Prince Edward Island,1/1/2018,"65,886A"
Nova Scotia,1/1/2018,"410,908A"
New Brunswick,1/1/2018,"313,516A"
Quebec,1/1/2018,"3,671,763A"
Ontario,1/1/2018,"6,396,277A"
Manitoba,1/1/2018,"608,453A"
Saskatchewan,1/1/2018,"473,894A"
Alberta,1/1/2018,"2,012,973A"
British Columbia,1/1/2018,"2,251,526A"
Yukon,1/1/2018,"21,629A"
Northwest Territories,1/1/2018,"26,967A"
Nunavut,1/1/2018,"16,533A"
Canada,2/1/2018,"16,526,836A"
Newfoundland and Labrador,2/1/2018,"215,566A"
Prince Edward Island,2/1/2018,"65,993A"
Nova Scotia,2/1/2018,"412,613A"
New Brunswick,2/1/2018,"315,297A"
Quebec,2/1/2018,"3,677,030A"
Ontario,2/1/2018,"6,409,057A"
Manitoba,2/1/2018,"613,034A"
Saskatchewan,2/1/2018,"476,155A"
Alberta,2/1/2018,"2,014,514A"
British Columbia,2/1/2018,"2,263,025A"
Yukon,2/1/2018,"21,763A"
Northwest Territories,2/1/2018,"26,615A"
Nunavut,2/1/2018,"16,174A"
Canada,3/1/2018,"16,575,774A"
Newfoundland and Labrador,3/1/2018,"216,102A"
Prince Edward Island,3/1/2018,"66,099A"
Nova Scotia,3/1/2018,"410,346A"
New Brunswick,3/1/2018,"316,308A"
Quebec,3/1/2018,"3,688,595A"
Ontario,3/1/2018,"6,430,156A"
Manitoba,3/1/2018,"614,796A"
Saskatchewan,3/1/2018,"476,705A"
Alberta,3/1/2018,"2,022,447A"
British Columbia,3/1/2018,"2,269,516A"
Yukon,3/1/2018,"21,868A"
Northwest Territories,3/1/2018,"26,672A"
Nunavut,3/1/2018,"16,164A"
Canada,4/1/2018,"16,579,330A"
Newfoundland and Labrador,4/1/2018,"215,164A"
Prince Edward Island,4/1/2018,"66,333A"
Nova Scotia,4/1/2018,"411,264A"
New Brunswick,4/1/2018,"314,612A"
Quebec,4/1/2018,"3,692,858A"
Ontario,4/1/2018,"6,429,416A"
Manitoba,4/1/2018,"611,710A"
Saskatchewan,4/1/2018,"476,344A"
Alberta,4/1/2018,"2,023,211A"
British Columbia,4/1/2018,"2,273,482A"
Yukon,4/1/2018,"21,804A"
Northwest Territories,4/1/2018,"26,912A"
Nunavut,4/1/2018,"16,220A"
Canada,5/1/2018,"16,650,778A"
Newfoundland and Labrador,5/1/2018,"214,682A"
Prince Edward Island,5/1/2018,"66,788A"
Nova Scotia,5/1/2018,"412,513A"
New Brunswick,5/1/2018,"317,560A"
Quebec,5/1/2018,"3,705,461A"
Ontario,5/1/2018,"6,464,483A"
Manitoba,5/1/2018,"614,785A"
Saskatchewan,5/1/2018,"476,737A"
Alberta,5/1/2018,"2,029,282A"
British Columbia,5/1/2018,"2,282,658A"
Yukon,5/1/2018,"21,943A"
Northwest Territories,5/1/2018,"27,337A"
Nunavut,5/1/2018,"16,549A"
Canada,6/1/2018,"16,691,737A"
Newfoundland and Labrador,6/1/2018,"214,982A"
Prince Edward Island,6/1/2018,"67,208A"
Nova Scotia,6/1/2018,"416,012A"
New Brunswick,6/1/2018,"317,640A"
Quebec,6/1/2018,"3,716,599A"
Ontario,6/1/2018,"6,479,363A"
Manitoba,6/1/2018,"619,466A"
Saskatchewan,6/1/2018,"479,635A"
Alberta,6/1/2018,"2,028,953A"
British Columbia,6/1/2018,"2,285,800A"
Yukon,6/1/2018,"22,269A"
Northwest Territories,6/1/2018,"27,181A"
Nunavut,6/1/2018,"16,628A"
Canada,7/1/2018,"16,666,976A"
Newfoundland and Labrador,7/1/2018,"215,071A"
Prince Edward Island,7/1/2018,"66,835A"
Nova Scotia,7/1/2018,"413,887A"
New Brunswick,7/1/2018,"316,813A"
Quebec,7/1/2018,"3,719,827A"
Ontario,7/1/2018,"6,478,264A"
Manitoba,7/1/2018,"615,387A"
Saskatchewan,7/1/2018,"477,162A"
Alberta,7/1/2018,"2,014,789A"
British Columbia,7/1/2018,"2,282,639A"
Yukon,7/1/2018,"22,170A"
Northwest Territories,7/1/2018,"27,336A"
Nunavut,7/1/2018,"16,799A"
Canada,8/1/2018,"16,707,938A"
Newfoundland and Labrador,8/1/2018,"215,510A"
Prince Edward Island,8/1/2018,"68,296A"
Nova Scotia,8/1/2018,"414,705A"
New Brunswick,8/1/2018,"320,449A"
Quebec,8/1/2018,"3,711,659A"
Ontario,8/1/2018,"6,508,605A"
Manitoba,8/1/2018,"619,395A"
Saskatchewan,8/1/2018,"477,187A"
Alberta,8/1/2018,"2,016,088A"
British Columbia,8/1/2018,"2,289,902A"
Yukon,8/1/2018,"22,293A"
Northwest Territories,8/1/2018,"27,367A"
Nunavut,8/1/2018,"16,482A"
Canada,9/1/2018,"16,741,773A"
Newfoundland and Labrador,9/1/2018,"216,604A"
Prince Edward Island,9/1/2018,"67,320A"
Nova Scotia,9/1/2018,"415,540A"
New Brunswick,9/1/2018,"319,533A"
Quebec,9/1/2018,"3,729,608A"
Ontario,9/1/2018,"6,519,367A"
Manitoba,9/1/2018,"615,869A"
Saskatchewan,9/1/2018,"477,290A"
Alberta,9/1/2018,"2,012,786A"
British Columbia,9/1/2018,"2,302,085A"
Yukon,9/1/2018,"22,121A"
Northwest Territories,9/1/2018,"27,112A"
Nunavut,9/1/2018,"16,537A"
Canada,10/1/2018,"16,786,675A"
Newfoundland and Labrador,10/1/2018,"215,376A"
Prince Edward Island,10/1/2018,"67,144A"
Nova Scotia,10/1/2018,"412,876A"
New Brunswick,10/1/2018,"321,921A"
Quebec,10/1/2018,"3,743,740A"
Ontario,10/1/2018,"6,547,004A"
Manitoba,10/1/2018,"620,422A"
Saskatchewan,10/1/2018,"476,217A"
Alberta,10/1/2018,"2,017,404A"
British Columbia,10/1/2018,"2,298,791A"
Yukon,10/1/2018,"21,960A"
Northwest Territories,10/1/2018,"27,063A"
Nunavut,10/1/2018,"16,757A"
Canada,11/1/2018,"16,805,462A"
Newfoundland and Labrador,11/1/2018,"215,396A"
Prince Edward Island,11/1/2018,"67,696A"
Nova Scotia,11/1/2018,"413,579A"
New Brunswick,11/1/2018,"322,713A"
Quebec,11/1/2018,"3,747,260A"
Ontario,11/1/2018,"6,547,132A"
Manitoba,11/1/2018,"622,330A"
Saskatchewan,11/1/2018,"479,373A"
Alberta,11/1/2018,"2,018,868A"
British Columbia,11/1/2018,"2,304,794A"
Yukon,11/1/2018,"22,037A"
Northwest Territories,11/1/2018,"27,291A"
Nunavut,11/1/2018,"16,993A"
Canada,12/1/2018,"16,795,630A"
Newfoundland and Labrador,12/1/2018,"215,327A"
Prince Edward Island,12/1/2018,"67,483A"
Nova Scotia,12/1/2018,"415,735A"
New Brunswick,12/1/2018,"320,651A"
Quebec,12/1/2018,"3,747,778A"
Ontario,12/1/2018,"6,540,741A"
Manitoba,12/1/2018,"619,878A"
Saskatchewan,12/1/2018,"477,451A"
Alberta,12/1/2018,"2,017,056A"
British Columbia,12/1/2018,"2,307,420A"
Yukon,12/1/2018,"22,072A"
Northwest Territories,12/1/2018,"26,812A"
Nunavut,12/1/2018,"17,224A"
Canada,1/1/2019,"16,873,539A"
Newfoundland and Labrador,1/1/2019,"216,095A"
Prince Edward Island,1/1/2019,"67,818A"
Nova Scotia,1/1/2019,"417,210A"
New Brunswick,1/1/2019,"322,017A"
Quebec,1/1/2019,"3,773,588A"
Ontario,1/1/2019,"6,564,706A"
Manitoba,1/1/2019,"620,692A"
Saskatchewan,1/1/2019,"480,591A"
Alberta,1/1/2019,"2,027,790A"
British Columbia,1/1/2019,"2,317,147A"
Yukon,1/1/2019,"22,189A"
Northwest Territories,1/1/2019,"26,949A"
Nunavut,1/1/2019,"16,746A"
Canada,2/1/2019,"16,910,363A"
Newfoundland and Labrador,2/1/2019,"217,427A"
Prince Edward Island,2/1/2019,"68,418A"
Nova Scotia,2/1/2019,"418,299A"
New Brunswick,2/1/2019,"322,848A"
Quebec,2/1/2019,"3,783,123A"
Ontario,2/1/2019,"6,574,690A"
Manitoba,2/1/2019,"620,319A"
Saskatchewan,2/1/2019,"480,534A"
Alberta,2/1/2019,"2,035,133A"
British Columbia,2/1/2019,"2,323,383A"
Yukon,2/1/2019,"22,283A"
Northwest Territories,2/1/2019,"26,975A"
Nunavut,2/1/2019,"16,931A"
Canada,3/1/2019,"16,933,011A"
Newfoundland and Labrador,3/1/2019,"217,574A"
Prince Edward Island,3/1/2019,"68,507A"
Nova Scotia,3/1/2019,"419,719A"
New Brunswick,3/1/2019,"322,758A"
Quebec,3/1/2019,"3,792,261A"
Ontario,3/1/2019,"6,584,241A"
Manitoba,3/1/2019,"621,839A"
Saskatchewan,3/1/2019,"481,962A"
Alberta,3/1/2019,"2,033,510A"
British Columbia,3/1/2019,"2,324,510A"
Yukon,3/1/2019,"22,189A"
Northwest Territories,3/1/2019,"26,975A"
Nunavut,3/1/2019,"16,966A"
Canada,4/1/2019,"16,935,872A"
Newfoundland and Labrador,4/1/2019,"217,412A"
Prince Edward Island,4/1/2019,"68,599A"
Nova Scotia,4/1/2019,"421,706A"
New Brunswick,4/1/2019,"322,812A"
Quebec,4/1/2019,"3,785,824A"
Ontario,4/1/2019,"6,589,788A"
Manitoba,4/1/2019,"619,625A"
Saskatchewan,4/1/2019,"481,831A"
Alberta,4/1/2019,"2,033,673A"
British Columbia,4/1/2019,"2,328,712A"
Yukon,4/1/2019,"22,456A"
Northwest Territories,4/1/2019,"26,563A"
Nunavut,4/1/2019,"16,871A"
Canada,5/1/2019,"16,987,661A"
Newfoundland and Labrador,5/1/2019,"215,572A"
Prince Edward Island,5/1/2019,"68,413A"
Nova Scotia,5/1/2019,"423,067A"
New Brunswick,5/1/2019,"325,771A"
Quebec,5/1/2019,"3,808,722A"
Ontario,5/1/2019,"6,603,136A"
Manitoba,5/1/2019,"625,415A"
Saskatchewan,5/1/2019,"483,326A"
Alberta,5/1/2019,"2,034,375A"
British Columbia,5/1/2019,"2,332,927A"
Yukon,5/1/2019,"22,505A"
Northwest Territories,5/1/2019,"27,238A"
Nunavut,5/1/2019,"17,193A"
Canada,6/1/2019,"16,988,379A"
Newfoundland and Labrador,6/1/2019,"214,933A"
Prince Edward Island,6/1/2019,"69,127A"
Nova Scotia,6/1/2019,"424,501A"
New Brunswick,6/1/2019,"325,483A"
Quebec,6/1/2019,"3,819,594A"
Ontario,6/1/2019,"6,592,279A"
Manitoba,6/1/2019,"623,161A"
Saskatchewan,6/1/2019,"482,794A"
Alberta,6/1/2019,"2,031,125A"
British Columbia,6/1/2019,"2,337,924A"
Yukon,6/1/2019,"22,431A"
Northwest Territories,6/1/2019,"27,021A"
Nunavut,6/1/2019,"18,007A"
Canada,7/1/2019,"17,047,706A"
Newfoundland and Labrador,7/1/2019,"216,578A"
Prince Edward Island,7/1/2019,"70,047A"
Nova Scotia,7/1/2019,"424,781A"
New Brunswick,7/1/2019,"327,461A"
Quebec,7/1/2019,"3,830,813A"
Ontario,7/1/2019,"6,618,300A"
Manitoba,7/1/2019,"623,916A"
Saskatchewan,7/1/2019,"482,946A"
Alberta,7/1/2019,"2,034,779A"
British Columbia,7/1/2019,"2,350,619A"
Yukon,7/1/2019,"22,572A"
Northwest Territories,7/1/2019,"26,965A"
Nunavut,7/1/2019,"17,929A"
Canada,8/1/2019,"17,068,468A"
Newfoundland and Labrador,8/1/2019,"216,595A"
Prince Edward Island,8/1/2019,"70,163A"
Nova Scotia,8/1/2019,"423,171A"
New Brunswick,8/1/2019,"327,484A"
Quebec,8/1/2019,"3,834,597A"
Ontario,8/1/2019,"6,643,002A"
Manitoba,8/1/2019,"623,178A"
Saskatchewan,8/1/2019,"482,914A"
Alberta,8/1/2019,"2,031,805A"
British Columbia,8/1/2019,"2,347,796A"
Yukon,8/1/2019,"22,507A"
Northwest Territories,8/1/2019,"27,423A"
Nunavut,8/1/2019,"17,834A"
Canada,9/1/2019,"17,046,327B"
Newfoundland and Labrador,9/1/2019,"217,166B"
Prince Edward Island,9/1/2019,"70,590B"
Nova Scotia,9/1/2019,"422,938B"
New Brunswick,9/1/2019,"327,444B"
Quebec,9/1/2019,"3,838,173B"
Ontario,9/1/2019,"6,623,034B"
Manitoba,9/1/2019,"620,625B"
Saskatchewan,9/1/2019,"482,004B"
Alberta,9/1/2019,"2,028,337B"
British Columbia,9/1/2019,"2,349,112B"
Yukon,9/1/2019,"22,048B"
Northwest Territories,9/1/2019,"26,384B"
Nunavut,9/1/2019,"18,472B"
Canada,10/1/2019,"17,056,349A"
Newfoundland and Labrador,10/1/2019,"219,011B"
Prince Edward Island,10/1/2019,"70,205B"
Nova Scotia,10/1/2019,"425,084B"
New Brunswick,10/1/2019,"326,745A"
Quebec,10/1/2019,"3,841,718A"
Ontario,10/1/2019,"6,627,783B"
Manitoba,10/1/2019,"619,748A"
Saskatchewan,10/1/2019,"480,487A"
Alberta,10/1/2019,"2,029,435A"
British Columbia,10/1/2019,"2,348,875B"
Yukon,10/1/2019,"22,253B"
Northwest Territories,10/1/2019,"26,278B"
Nunavut,10/1/2019,"18,729B"
Canada,11/1/2019,"17,068,614A"
Newfoundland and Labrador,11/1/2019,"215,815B"
Prince Edward Island,11/1/2019,"69,723B"
Nova Scotia,11/1/2019,"424,879A"
New Brunswick,11/1/2019,"324,735A"
Quebec,11/1/2019,"3,842,894A"
Ontario,11/1/2019,"6,643,852B"
Manitoba,11/1/2019,"622,430B"
Saskatchewan,11/1/2019,"480,116B"
Alberta,11/1/2019,"2,029,077A"
British Columbia,11/1/2019,"2,347,597B"
Yukon,11/1/2019,"22,318B"
Northwest Territories,11/1/2019,"26,522B"
Nunavut,11/1/2019,"18,656B"
Canada,12/1/2019,"17,080,706A"
Newfoundland and Labrador,12/1/2019,"215,766B"
Prince Edward Island,12/1/2019,"70,172A"
Nova Scotia,12/1/2019,"425,111A"
New Brunswick,12/1/2019,"324,021A"
Quebec,12/1/2019,"3,854,249A"
Ontario,12/1/2019,"6,639,684A"
Manitoba,12/1/2019,"619,668A"
Saskatchewan,12/1/2019,"482,708A"
Alberta,12/1/2019,"2,030,762A"
British Columbia,12/1/2019,"2,351,487B"
Yukon,12/1/2019,"22,152B"
Northwest Territories,12/1/2019,"26,157B"
Nunavut,12/1/2019,"18,770A"
Canada,1/1/2020,"17,120,677A"
Newfoundland and Labrador,1/1/2020,"215,498B"
Prince Edward Island,1/1/2020,"70,199B"
Nova Scotia,1/1/2020,"424,896A"
New Brunswick,1/1/2020,"326,433B"
Quebec,1/1/2020,"3,858,603A"
Ontario,1/1/2020,"6,662,372A"
Manitoba,1/1/2020,"626,874A"
Saskatchewan,1/1/2020,"482,177A"
Alberta,1/1/2020,"2,029,140A"
British Columbia,1/1/2020,"2,356,812B"
Yukon,1/1/2020,"22,384B"
Northwest Territories,1/1/2020,"26,495B"
Nunavut,1/1/2020,"18,796B"
Canada,2/1/2020,"17,093,718B"
Newfoundland and Labrador,2/1/2020,"216,696B"
Prince Edward Island,2/1/2020,"69,922B"
Nova Scotia,2/1/2020,"424,709B"
New Brunswick,2/1/2020,"325,686B"
Quebec,2/1/2020,"3,861,398B"
Ontario,2/1/2020,"6,650,875B"
Manitoba,2/1/2020,"619,417B"
Saskatchewan,2/1/2020,"482,262B"
Alberta,2/1/2020,"2,022,097B"
British Columbia,2/1/2020,"2,353,396B"
Yukon,2/1/2020,"22,548B"
Northwest Territories,2/1/2020,"26,197B"
Nunavut,2/1/2020,"18,516B"
Canada,3/1/2020,"16,129,151B"
Newfoundland and Labrador,3/1/2020,"207,684B"
Prince Edward Island,3/1/2020,"66,821B"
Nova Scotia,3/1/2020,"406,465B"
New Brunswick,3/1/2020,"311,465B"
Quebec,3/1/2020,"3,574,804B"
Ontario,3/1/2020,"6,297,200B"
Manitoba,3/1/2020,"592,467B"
Saskatchewan,3/1/2020,"464,637B"
Alberta,3/1/2020,"1,918,556B"
British Columbia,3/1/2020,"2,223,798B"
Yukon,3/1/2020,"21,356B"
Northwest Territories,3/1/2020,"25,496B"
Nunavut,3/1/2020,"18,402B"
Canada,4/1/2020,"14,257,516B"
Newfoundland and Labrador,4/1/2020,"179,856B"
Prince Edward Island,4/1/2020,"59,744B"
Nova Scotia,4/1/2020,"362,805B"
New Brunswick,4/1/2020,"277,416B"
Quebec,4/1/2020,"3,106,463B"
Ontario,4/1/2020,"5,595,890B"
Manitoba,4/1/2020,"541,737B"
Saskatchewan,4/1/2020,"415,689B"
Alberta,4/1/2020,"1,701,144B"
British Columbia,4/1/2020,"1,955,969B"
Yukon,4/1/2020,"20,274B"
Northwest Territories,4/1/2020,"23,234B"
Nunavut,4/1/2020,"17,296B"
Canada,5/1/2020,"13,763,494B"
Newfoundland and Labrador,5/1/2020,"175,892B"
Prince Edward Island,5/1/2020,"57,419B"
Nova Scotia,5/1/2020,"349,802B"
New Brunswick,5/1/2020,"278,703B"
Quebec,5/1/2020,"3,113,216B"
Ontario,5/1/2020,"5,279,505B"
Manitoba,5/1/2020,"520,776B"
Saskatchewan,5/1/2020,"404,656B"
Alberta,5/1/2020,"1,618,767B"
British Columbia,5/1/2020,"1,906,221B"
Yukon,5/1/2020,"19,150B"
Northwest Territories,5/1/2020,"22,619B"
Nunavut,5/1/2020,"16,770B"
Canada,6/1/2020,"14,414,039B"
Newfoundland and Labrador,6/1/2020,"186,336B"
Prince Edward Island,6/1/2020,"61,230B"
Nova Scotia,6/1/2020,"372,632B"
New Brunswick,6/1/2020,"297,135B"
Quebec,6/1/2020,"3,286,058B"
Ontario,6/1/2020,"5,513,502B"
Manitoba,6/1/2020,"536,742B"
Saskatchewan,6/1/2020,"420,326B"
Alberta,6/1/2020,"1,676,377B"
British Columbia,6/1/2020,"2,004,468B"
Yukon,6/1/2020,"19,567B"
Northwest Territories,6/1/2020,"22,377B"
Nunavut,6/1/2020,"17,291B"
Canada,7/1/2020,"15,148,367B"
Newfoundland and Labrador,7/1/2020,"191,125B"
Prince Edward Island,7/1/2020,"62,862B"
Nova Scotia,7/1/2020,"383,345B"
New Brunswick,7/1/2020,"308,246B"
Quebec,7/1/2020,"3,497,197B"
Ontario,7/1/2020,"5,797,342B"
Manitoba,7/1/2020,"564,919B"
Saskatchewan,7/1/2020,"434,361B"
Alberta,7/1/2020,"1,762,927B"
British Columbia,7/1/2020,"2,084,524B"
Yukon,7/1/2020,"20,136B"
Northwest Territories,7/1/2020,"23,517B"
Nunavut,7/1/2020,"17,866B"
Canada,8/1/2020,"15,480,893B"
Newfoundland and Labrador,8/1/2020,"197,542B"
Prince Edward Island,8/1/2020,"63,558B"
Nova Scotia,8/1/2020,"392,378B"
New Brunswick,8/1/2020,"310,091B"
Quebec,8/1/2020,"3,573,894B"
Ontario,8/1/2020,"5,941,445B"
Manitoba,8/1/2020,"577,489B"
Saskatchewan,8/1/2020,"445,863B"
Alberta,8/1/2020,"1,793,138B"
British Columbia,8/1/2020,"2,122,333B"
Yukon,8/1/2020,"20,877B"
Northwest Territories,8/1/2020,"23,893B"
Nunavut,8/1/2020,"18,393B"
Canada,9/1/2020,"15,813,572A"
Newfoundland and Labrador,9/1/2020,"200,733B"
Prince Edward Island,9/1/2020,"64,853A"
Nova Scotia,9/1/2020,"399,507A"
New Brunswick,9/1/2020,"319,507B"
Quebec,9/1/2020,"3,649,825B"
Ontario,9/1/2020,"6,082,015A"
Manitoba,9/1/2020,"583,473A"
Saskatchewan,9/1/2020,"452,486B"
Alberta,9/1/2020,"1,820,700A"
British Columbia,9/1/2020,"2,176,008B"
Yukon,9/1/2020,"21,415B"
Northwest Territories,9/1/2020,"24,608B"
Nunavut,9/1/2020,"18,441B"
Canada,10/1/2020,"15,994,453B"
Newfoundland and Labrador,10/1/2020,"203,420B"
Prince Edward Island,10/1/2020,"66,488B"
